nombre,descripcion,orden,ra_sistema_id,abreviatura_id
c),"Se han aplicado las técnicas de alimentación, aseo e higiene infantil de los bebés.",3,APSI_EI_AND_4,APSI_EI_AND_4_3
d),Se ha establecido una relación educativa con el niño o la niña.,4,APSI_EI_AND_4,APSI_EI_AND_4_4
e),Se han aplicado estrategias metodológicas para favorecer el desarrollo de la autonomía personal en los niños y niñas.,5,APSI_EI_AND_4,APSI_EI_AND_4_5
f),Se han respetado los ritmos individuales de los niños y niñas.,6,APSI_EI_AND_4,APSI_EI_AND_4_6
g),Se han utilizado las ayudas técnicas siguiendo los protocolos establecidos.,7,APSI_EI_AND_4,APSI_EI_AND_4_7
h),"Se han respetado las normas de higiene, prevención y seguridad.",8,APSI_EI_AND_4,APSI_EI_AND_4_8
i),Se ha respondido adecuadamente ante las contingencias.,9,APSI_EI_AND_4,APSI_EI_AND_4_9
j),Se ha valorado el papel del educador o educadora en la satisfacción de las necesidades básicas y el desarrollo de la autonomía del niño o niña.,10,APSI_EI_AND_4,APSI_EI_AND_4_10
a),Se han identificado las características y necesidades básicas de los niños y niñas de 0 a 6 años en materia de salud y seguridad.,1,APSI_EI_AND_5,APSI_EI_AND_5_1
b),Se han descrito las condiciones y medidas sanitarias y preventivas que hay que adoptar para la promoción de la salud y el bienestar.,2,APSI_EI_AND_5,APSI_EI_AND_5_2
c),Se ha valorado la importancia del estado de salud e higiene personal del educador en la prevención de riesgos para la salud.,3,APSI_EI_AND_5,APSI_EI_AND_5_3
d),Se han indicado los criterios y/o síntomas más relevantes para la identificación de las principales enfermedades infantiles.,4,APSI_EI_AND_5,APSI_EI_AND_5_4
e),Se han identificado los accidentes infantiles más frecuentes.,5,APSI_EI_AND_5,APSI_EI_AND_5_5
f),Se han descrito las estrategias de prevención de los accidentes infantiles.,6,APSI_EI_AND_5,APSI_EI_AND_5_6
g),Se ha valorado el papel de las actitudes del educador infantil ante las situaciones de enfermedad y accidente.,7,APSI_EI_AND_5,APSI_EI_AND_5_7
h),"Se ha comprobado que el ambiente, los materiales y equipos específicos cumplen las normas de calidad y seguridad.",8,APSI_EI_AND_5,APSI_EI_AND_5_8
i),Se han establecido relaciones de comunicación efectivas con las familias y otros profesionales.,9,APSI_EI_AND_5,APSI_EI_AND_5_9
j),Se ha valorado el papel del técnico de educación infantil como agente de salud y seguridad.,10,APSI_EI_AND_5,APSI_EI_AND_5_10
a),Se han identificado las fuentes de información y las técnicas de seguimiento del desarrollo físico y adquisición de hábitos.,1,APSI_EI_AND_6,APSI_EI_AND_6_1
b),Se han seleccionado los indicadores e instrumentos apropiados para el control y seguimiento de la evolución de los niños y niñas.,2,APSI_EI_AND_6,APSI_EI_AND_6_2
c),Se ha aplicado el instrumento de evaluación siguiendo el procedimiento correcto.,3,APSI_EI_AND_6,APSI_EI_AND_6_3
d),Se han registrado los datos en el soporte establecido.,4,APSI_EI_AND_6,APSI_EI_AND_6_4
e),Se ha interpretado correctamente la información recogida.,5,APSI_EI_AND_6,APSI_EI_AND_6_5
f),Se han identificado las posibles causas de una intervención no adecuada.,6,APSI_EI_AND_6,APSI_EI_AND_6_6
g),Se han identificado las situaciones en las que es necesario la colaboración de las familias y otros profesionales.,7,APSI_EI_AND_6,APSI_EI_AND_6_7
h),"Se han elaborado informes sobre la evolución en la adquisición de hábitos, la satisfacción de las necesidades básicas y/o trastornos dirigidos a las familias y otros profesionales.",8,APSI_EI_AND_6,APSI_EI_AND_6_8
i),Se ha valorado la importancia de la evaluación para dar una respuesta adecuada a las necesidades básicas de los niños y niñas.,9,APSI_EI_AND_6,APSI_EI_AND_6_9
a),Se han identificado las características del juego en los niños y niñas.,1,JIM_EI_AND_1,JIM_EI_AND_1_1
b),Se ha analizado la evolución del juego durante el desarrollo infantil.,2,JIM_EI_AND_1,JIM_EI_AND_1_2
c),Se ha analizado la importancia del juego en el desarrollo infantil.,3,JIM_EI_AND_1,JIM_EI_AND_1_3
d),Se ha valorado la importancia de incorporar aspectos lúdicos en el proceso de enseñanza aprendizaje.,4,JIM_EI_AND_1,JIM_EI_AND_1_4
e),Se han establecido similitudes y diferencias entre las diversas teorías del juego.,5,JIM_EI_AND_1,JIM_EI_AND_1_5
f),Se ha relacionado el juego con las diferentes dimensiones del desarrollo infantil.,6,JIM_EI_AND_1,JIM_EI_AND_1_6
g),"Se ha reconocido la importancia del juego como factor de integración, adaptación social, igualdad y convivencia.",7,JIM_EI_AND_1,JIM_EI_AND_1_7
h),"Se han analizado proyectos que utilicen el juego como eje de intervención, en el ámbito formal y no formal.",8,JIM_EI_AND_1,JIM_EI_AND_1_8
i),Se han incorporado elementos lúdicos en la intervención educativa.,9,JIM_EI_AND_1,JIM_EI_AND_1_9
j),Se ha valorado la importancia del juego en el desarrollo infantil y como eje metodológico de la intervención educativa.,10,JIM_EI_AND_1,JIM_EI_AND_1_10
a),"Se han descrito los principios, objetivos y modalidades de la animación infantil.",1,JIM_EI_AND_2,JIM_EI_AND_2_1
b),Se han identificado los diferentes tipos de centros que ofrecen actividades de juego infantil.,2,JIM_EI_AND_2,JIM_EI_AND_2_2
c),"Se ha analizado la legislación, características, requisitos mínimos de funcionamiento, funciones que cumplen y personal.",3,JIM_EI_AND_2,JIM_EI_AND_2_3
d),Se han identificado las características y prestaciones del servicio o equipamiento lúdico.,4,JIM_EI_AND_2,JIM_EI_AND_2_4
e),Se han aplicado los elementos de la programación en el diseño del proyecto lúdico.,5,JIM_EI_AND_2,JIM_EI_AND_2_5
f),"Se han establecido espacios de juego teniendo en cuenta el tipo de institución, los objetivos previstos, las características de los niños y niñas, los materiales, el presupuesto y el tipo de actividad a realizar en ellos.",6,JIM_EI_AND_2,JIM_EI_AND_2_6
g),Se han valorado las nuevas tecnologías como fuente de información en la planificación de proyectos lúdico-recreativos.,7,JIM_EI_AND_2,JIM_EI_AND_2_7
h),"Se han definido los criterios de selección de materiales, actividades a realizar, técnicas de evaluación y elementos de seguridad en los lugares de juegos.",8,JIM_EI_AND_2,JIM_EI_AND_2_8
i),Se ha tenido en cuenta la gestión y organización de recursos humanos y materiales en el diseño del proyecto lúdico.,9,JIM_EI_AND_2,JIM_EI_AND_2_9
j),"Se ha adaptado un proyecto-tipo de intervención lúdico-recreativa para un programa, centro o institución determinada.",10,JIM_EI_AND_2,JIM_EI_AND_2_10
k),Se ha valorado la importancia de generar entornos seguros.,11,JIM_EI_AND_2,JIM_EI_AND_2_11
a),Se ha tenido en cuenta el momento evolutivo de los niños y niñas en el diseño de las actividades lúdicas.,1,JIM_EI_AND_3,JIM_EI_AND_3_1
b),"Se ha enumerado y clasificado diferentes actividades lúdicas atendiendo a criterios como: edades, espacios, rol del técnico, número de participantes, capacidades que desarrollan.",2,JIM_EI_AND_3,JIM_EI_AND_3_2
c),Se han tenido en cuenta las características y el nivel de desarrollo de los niños y niñas para la programación de actividades lúdico-recreativas.,3,JIM_EI_AND_3,JIM_EI_AND_3_3
d),Se han recopilado juegos tradicionales y actuales relacionándolos con la edad.,4,JIM_EI_AND_3,JIM_EI_AND_3_4
e),Se han analizado los elementos de la planificación de actividades lúdicas.,5,JIM_EI_AND_3,JIM_EI_AND_3_5
f),Se ha relacionado el significado de los juegos más frecuentes en la etapa infantil con las capacidades que desarrollan.,6,JIM_EI_AND_3,JIM_EI_AND_3_6
g),Se han valorado las nuevas tecnologías como fuente de información.,7,JIM_EI_AND_3,JIM_EI_AND_3_7
h),Se ha valorado la actitud del profesional con respecto al tipo de intervención.,8,JIM_EI_AND_3,JIM_EI_AND_3_8
a),"Se han analizado diferentes tipos de juguetes, sus características, su función y las capacidades que contribuyen a desarrollar en el proceso evolutivo del niño y de la niña.",1,JIM_EI_AND_4,JIM_EI_AND_4_1
b),Se ha analizado la legislación vigente en materia de uso y seguridad de juguetes.,2,JIM_EI_AND_4,JIM_EI_AND_4_2
c),Se han valorado las nuevas tecnologías como fuente de información.,3,JIM_EI_AND_4,JIM_EI_AND_4_3
d),Se ha elaborado un dossier de juguetes infantiles adecuados a la edad.,4,JIM_EI_AND_4,JIM_EI_AND_4_4
e),Se han recopilado juguetes tradicionales relacionándolos con la edad.,5,JIM_EI_AND_4,JIM_EI_AND_4_5
f),Se han identificado juguetes para espacios cerrados y abiertos adecuados a la edad.,6,JIM_EI_AND_4,JIM_EI_AND_4_6
g),"Se han enumerado y clasificado diferentes juguetes atendiendo a criterios de edad, espacio de realización, rol del educador o educadora, número de participantes.",7,JIM_EI_AND_4,JIM_EI_AND_4_7
h),"Se han establecido criterios para la disposición, utilización y conservación de materiales lúdicos.",8,JIM_EI_AND_4,JIM_EI_AND_4_8
i),Se ha reconocido la necesidad de la adecuación a las condiciones de seguridad de los juguetes infantiles.,9,JIM_EI_AND_4,JIM_EI_AND_4_9
a),Se ha tenido en cuenta la adecuación de las actividades con los objetivos establecidos en la implementación de las mismas.,1,JIM_EI_AND_5,JIM_EI_AND_5_1
b),Se ha justificado la necesidad de diversidad en el desarrollo de actividades lúdicas.,2,JIM_EI_AND_5,JIM_EI_AND_5_2
c),"Se han organizado los espacios, recursos y materiales adecuándose a las características evolutivas de los destinatarios.",3,JIM_EI_AND_5,JIM_EI_AND_5_3
d),Se ha establecido una distribución temporal de las actividades en función de la edad de los destinatarios.,4,JIM_EI_AND_5,JIM_EI_AND_5_4
e),Se han identificado los trastornos más comunes y las alternativas de intervención.,5,JIM_EI_AND_5,JIM_EI_AND_5_5
f),Se han realizado juguetes con distintos materiales adecuados a la etapa.,6,JIM_EI_AND_5,JIM_EI_AND_5_6
g),Se han realizado las actividades lúdico-recreativas ajustándose a la planificación temporal.,7,JIM_EI_AND_5,JIM_EI_AND_5_7
h),Se ha valorado la importancia de generar entornos seguros.,8,JIM_EI_AND_5,JIM_EI_AND_5_8
a),Se han identificado las condiciones y los métodos necesarios para realizar una evaluación de la actividad lúdica.,1,JIM_EI_AND_6,JIM_EI_AND_6_1
b),Se han seleccionado los indicadores de evaluación.,2,JIM_EI_AND_6,JIM_EI_AND_6_2
c),"Se han aplicado distintas técnicas e instrumentos de evaluación a distintas situaciones lúdicas, teniendo en cuenta criterios de fiabilidad, validez, utilidad y practicidad.",3,JIM_EI_AND_6,JIM_EI_AND_6_3
d),Se ha elegido y aplicado la técnica adecuada según la finalidad del registro.,4,JIM_EI_AND_6,JIM_EI_AND_6_4
e),Se han extraído las conclusiones y explicado las consecuencias que se derivan para el ajuste o modificación del proyecto.,5,JIM_EI_AND_6,JIM_EI_AND_6_5
f),Se ha valorado el uso de las nuevas tecnologías como fuente de información.,6,JIM_EI_AND_6,JIM_EI_AND_6_6
g),Se han identificado las adaptaciones que requiere el juego en un supuesto práctico de observación de actividad lúdica.,7,JIM_EI_AND_6,JIM_EI_AND_6_7
a),Se han identificado las características de los diferentes tipos de expresión en función de la edad de los destinatarios.,1,EC_EI_AND_1,EC_EI_AND_1_1
b),Se han analizado las teorías sobre la conexión y la relación de lenguaje y pensamiento en niños y niñas de 0-6 años.,2,EC_EI_AND_1,EC_EI_AND_1_2
c),Se han formulado objetivos favorecedores del desarrollo de la expresión y comunicación acordes a las características evolutivas de los niños y niñas.,3,EC_EI_AND_1,EC_EI_AND_1_3
d),Se han propuesto actividades favorecedoras del desarrollo de la expresión y la comunicación apropiadas a las características evolutivas de los niños y niñas.,4,EC_EI_AND_1,EC_EI_AND_1_4
e),Se han definido espacios favorecedores del desarrollo de la expresión y comunicación adecuándose a las características evolutivas de los niños y niñas.,5,EC_EI_AND_1,EC_EI_AND_1_5
f),Se ha establecido una distribución temporal de las actividades favorecedoras del desarrollo de la expresión y comunicación para adaptarse a las características evolutivas.,6,EC_EI_AND_1,EC_EI_AND_1_6
g),Se han hecho propuestas creativas en el diseño de actividades para la expresión y la comunicación infantil.,7,EC_EI_AND_1,EC_EI_AND_1_7
h),Se ha valorado la expresión como elemento esencial para la observación del desarrollo infantil.,8,EC_EI_AND_1,EC_EI_AND_1_8
a),Se han identificado los recursos de las diferentes formas de expresión y comunicación dirigidos a la población infantil.,1,EC_EI_AND_2,EC_EI_AND_2_1
b),Se han identificado las características del recurso.,2,EC_EI_AND_2,EC_EI_AND_2_2
c),Se han justificado las posibilidades didácticas y el valor educativo de los recursos seleccionados.,3,EC_EI_AND_2,EC_EI_AND_2_3
d),Se han descrito las normas de seguridad aplicables a cada recurso.,4,EC_EI_AND_2,EC_EI_AND_2_4
e),Se han definido los criterios relevantes que en cada recurso permiten seleccionarlo.,5,EC_EI_AND_2,EC_EI_AND_2_5
f),Se ha relacionado el momento evolutivo de los niños y niñas con las características del recurso seleccionado.,6,EC_EI_AND_2,EC_EI_AND_2_6
g),Se ha valorado la importancia de adecuar los recursos a las características evolutivas de los niños y niñas.,7,EC_EI_AND_2,EC_EI_AND_2_7
a),Se han organizado los espacios en función de la actividad y de las características del grupo.,1,EC_EI_AND_3,EC_EI_AND_3_1
b),Se han preparado los recursos materiales propios de la actividad.,2,EC_EI_AND_3,EC_EI_AND_3_2
c),Se han elaborado materiales que potencian la adquisición y desarrollo de la expresión oral en niños y niñas.,3,EC_EI_AND_3,EC_EI_AND_3_3
d),Se han respetado los ritmos y necesidades individuales en el desarrollo de la actividad.,4,EC_EI_AND_3,EC_EI_AND_3_4
e),Se han seleccionado estrategias de intervención promotoras de un clima de afecto y confianza.,5,EC_EI_AND_3,EC_EI_AND_3_5
f),Se ha valorado la importancia de respetar la lengua materna de los niños y niñas.,6,EC_EI_AND_3,EC_EI_AND_3_6
g),Se han identificado los principales trastornos y alteraciones en el desarrollo de la expresión oral.,7,EC_EI_AND_3,EC_EI_AND_3_7
h),Se han identificado los trastornos más comunes y las alternativas de intervención.,8,EC_EI_AND_3,EC_EI_AND_3_8
i),Se han realizado las actividades de desarrollo de la expresión oral ajustándose a la planificación temporal.,9,EC_EI_AND_3,EC_EI_AND_3_9
j),Se ha valorado la coherencia de la realización de las actividades con la planificación.,10,EC_EI_AND_3,EC_EI_AND_3_10
a),Se han organizado los espacios en función de la actividad y de las características del grupo.,1,EC_EI_AND_4,EC_EI_AND_4_1
b),Se han preparado los recursos materiales propios de la actividad.,2,EC_EI_AND_4,EC_EI_AND_4_2
c),"Se han elaborado materiales que potencian la adquisición y desarrollo de la expresión plástica, gráfica, rítmico-musical y corporal en la infancia.",3,EC_EI_AND_4,EC_EI_AND_4_3
d),Se han respetado los ritmos y necesidades individuales.,4,EC_EI_AND_4,EC_EI_AND_4_4
e),Se han seleccionado estrategias de intervención promotoras de un clima de afecto y confianza.,5,EC_EI_AND_4,EC_EI_AND_4_5
f),Se han generado entornos de intervención seguros.,6,EC_EI_AND_4,EC_EI_AND_4_6
g),Se han realizado las actividades ajustándose a la planificación temporal.,7,EC_EI_AND_4,EC_EI_AND_4_7
h),Se ha valorado la coherencia de la realización de las actividades con la planificación.,8,EC_EI_AND_4,EC_EI_AND_4_8
i),Se ha respondido ante las contingencias.,9,EC_EI_AND_4,EC_EI_AND_4_9
j),Se han valorado las expresiones de aproximación al lenguaje gráfico.,10,EC_EI_AND_4,EC_EI_AND_4_10
a),Se han seleccionado los indicadores de evaluación.,1,EC_EI_AND_5,EC_EI_AND_5_1
b),Se ha seleccionado el instrumento de evaluación apropiado a las características individuales y a la edad del niño/a.,2,EC_EI_AND_5,EC_EI_AND_5_2
c),Se han elaborado instrumentos de observación en el seguimiento de la evolución expresiva y comunicativa de los niños y de las niñas.,3,EC_EI_AND_5,EC_EI_AND_5_3
d),Se ha aplicado el instrumento de evaluación siguiendo el procedimiento correcto.,4,EC_EI_AND_5,EC_EI_AND_5_4
e),Se han registrado los datos derivados de la evaluación en el soporte establecido.,5,EC_EI_AND_5,EC_EI_AND_5_5
f),Se ha interpretado la información recogida del proceso de evaluación.,6,EC_EI_AND_5,EC_EI_AND_5_6
g),Se han identificado las situaciones en las que es necesaria la colaboración de otros profesionales.,7,EC_EI_AND_5,EC_EI_AND_5_7
h),Se ha elaborado la documentación dirigida a las familias y a otros profesionales.,8,EC_EI_AND_5,EC_EI_AND_5_8
i),Se han identificado las posibles causas de una intervención no adecuada.,9,EC_EI_AND_5,EC_EI_AND_5_9
a),Se han identificado las teorías explicativas del ámbito sensorial.,1,DCM_EI_AND_1,DCM_EI_AND_1_1
b),Se han identificado las características evolutivas en el ámbito sensorial de los destinatarios en función de la edad de los mismos.,2,DCM_EI_AND_1,DCM_EI_AND_1_2
c),Se han identificado las principales alteraciones y trastornos del desarrollo sensorial.,3,DCM_EI_AND_1,DCM_EI_AND_1_3
d),Se han formulado objetivos acordes a las características evolutivas en el ámbito sensorial de los destinatarios en función de la edad.,4,DCM_EI_AND_1,DCM_EI_AND_1_4
e),Se han propuesto actividades apropiadas a las características evolutivas en el ámbito sensorial de los destinatarios en función de la edad de los mismos.,5,DCM_EI_AND_1,DCM_EI_AND_1_5
f),Se han seleccionado recursos apropiados a las características evolutivas en el ámbito sensorial de los destinatarios en función de la edad de los mismos.,6,DCM_EI_AND_1,DCM_EI_AND_1_6
g),Se han organizado los espacios adecuándose a las características evolutivas en el ámbito sensorial de los destinatarios en función de la edad de los mismos.,7,DCM_EI_AND_1,DCM_EI_AND_1_7
h),Se ha establecido una distribución temporal de las actividades para adaptarse a las características evolutivas en el ámbito sensorial de los destinatarios según la edad.,8,DCM_EI_AND_1,DCM_EI_AND_1_8
i),Se han realizado propuestas creativas e innovadoras en la planificación de la intervención.,9,DCM_EI_AND_1,DCM_EI_AND_1_9
j),Se ha valorado la importancia de la intervención en el ámbito sensorial como medio para favorecer la exploración del entorno por parte del niño y de la niña.,10,DCM_EI_AND_1,DCM_EI_AND_1_10
a),Se han identificado las características motrices de los destinatarios en función de la edad de los mismos.,1,DCM_EI_AND_2,DCM_EI_AND_2_1
b),Se han formulado objetivos acordes a las características motrices de los destinatarios en función de la edad de los mismos.,2,DCM_EI_AND_2,DCM_EI_AND_2_2
c),Se han propuesto actividades apropiadas a las características motrices de los destinatarios en función de la edad de los mismos.,3,DCM_EI_AND_2,DCM_EI_AND_2_3
d),Se han seleccionado recursos apropiados a las características motrices de los destinatarios en función de la edad de los mismos.,4,DCM_EI_AND_2,DCM_EI_AND_2_4
e),Se han organizado los espacios adecuándose a las características motrices de los destinatarios en función de la edad de los mismos.,5,DCM_EI_AND_2,DCM_EI_AND_2_5
f),Se ha establecido una distribución temporal de las actividades para adaptarse a las características motrices de los destinatarios en función de la edad de los mismos.,6,DCM_EI_AND_2,DCM_EI_AND_2_6
g),Se han seleccionado las ayudas técnicas que es preciso emplear.,7,DCM_EI_AND_2,DCM_EI_AND_2_7
h),Se ha valorado la importancia del desarrollo motor en la adquisición de la autonomía personal.,8,DCM_EI_AND_2,DCM_EI_AND_2_8
a),Se han identificado las diferentes teorías explicativas del desarrollo cognitivo.,1,DCM_EI_AND_3,DCM_EI_AND_3_1
b),Se han identificado las características evolutivas en el ámbito cognitivo de los destinatarios en función de la edad de los mismos.,2,DCM_EI_AND_3,DCM_EI_AND_3_2
c),Se han identificado los principales trastornos y alteraciones en el desarrollo cognitivo.,3,DCM_EI_AND_3,DCM_EI_AND_3_3
d),Se han formulado objetivos acordes a las características evolutivas en el ámbito cognitivo de los niños y niñas.,4,DCM_EI_AND_3,DCM_EI_AND_3_4
e),Se han propuesto actividades apropiadas a las características evolutivas en el ámbito cognitivo de los niños y niñas.,5,DCM_EI_AND_3,DCM_EI_AND_3_5
f),Se han seleccionado recursos apropiados a las características evolutivas en el ámbito cognitivo de los niños y niñas.,6,DCM_EI_AND_3,DCM_EI_AND_3_6
g),Se han definido los espacios adecuándose a las características evolutivas en el ámbito cognitivo de los niños y niñas.,7,DCM_EI_AND_3,DCM_EI_AND_3_7
h),Se ha establecido una distribución temporal de las actividades para adaptarse a las características evolutivas de los niños y niñas.,8,DCM_EI_AND_3,DCM_EI_AND_3_8
i),Se han hecho propuestas creativas e innovadoras.,9,DCM_EI_AND_3,DCM_EI_AND_3_9
a),Se han identificado los principios de la educación psicomotriz.,1,DCM_EI_AND_4,DCM_EI_AND_4_1
b),Se han identificado las características psicomotrices de los destinatarios en función de la edad de los mismos.,2,DCM_EI_AND_4,DCM_EI_AND_4_2
c),Se han formulado objetivos acordes a las características psicomotrices de los destinatarios en función de la edad de los mismos.,3,DCM_EI_AND_4,DCM_EI_AND_4_3
d),Se han seleccionado actividades apropiadas a las características psicomotrices de los destinatarios en función de la edad de los mismos.,4,DCM_EI_AND_4,DCM_EI_AND_4_4
e),Se han seleccionado recursos apropiados a las características psicomotrices de los destinatarios en función de la edad de los mismos.,5,DCM_EI_AND_4,DCM_EI_AND_4_5
f),Se han organizado los espacios adecuándose a las características psicomotrices de los destinatarios en función de la edad de los mismos.,6,DCM_EI_AND_4,DCM_EI_AND_4_6
g),Se ha establecido una distribución temporal de las actividades para adaptarse a las características psicomotrices de los destinatarios en función de la edad de los mismos.,7,DCM_EI_AND_4,DCM_EI_AND_4_7
h),Se han identificado los principios y ámbitos de actuación de la educación psicomotriz.,8,DCM_EI_AND_4,DCM_EI_AND_4_8
i),Se ha valorado la importancia de la psicomotricidad en la educación infantil.,9,DCM_EI_AND_4,DCM_EI_AND_4_9
a),Se han descrito las principales dificultades que pueden surgir en la realización de las actividades.,1,DCM_EI_AND_5,DCM_EI_AND_5_1
b),Se han realizado las actividades ajustándose a la planificación temporal.,2,DCM_EI_AND_5,DCM_EI_AND_5_2
c),Se han organizado los espacios en función de la actividad y de las características del grupo.,3,DCM_EI_AND_5,DCM_EI_AND_5_3
d),Se han preparado los recursos materiales propios de la actividad.,4,DCM_EI_AND_5,DCM_EI_AND_5_4
e),Se han respetado los ritmos y necesidades individuales en el desarrollo de la actividad.,5,DCM_EI_AND_5,DCM_EI_AND_5_5
f),Se han seleccionado estrategias de intervención promotoras de un clima de afecto y confianza.,6,DCM_EI_AND_5,DCM_EI_AND_5_6
g),Se ha valorado la coherencia de la implantación de las actividades con la planificación.,7,DCM_EI_AND_5,DCM_EI_AND_5_7
h),Se ha respondido ante las contingencias.,8,DCM_EI_AND_5,DCM_EI_AND_5_8
i),Se han generado entornos de intervención seguros.,9,DCM_EI_AND_5,DCM_EI_AND_5_9
a),Se han seleccionado los indicadores de evaluación.,1,DCM_EI_AND_6,DCM_EI_AND_6_1
b),Se ha seleccionado el instrumento de evaluación apropiado a las características individuales y a la edad del niño/a.,2,DCM_EI_AND_6,DCM_EI_AND_6_2
c),Se ha aplicado el instrumento de evaluación siguiendo el procedimiento correcto.,3,DCM_EI_AND_6,DCM_EI_AND_6_3
d),Se han registrado los datos extraídos del proceso de evaluación en el soporte establecido.,4,DCM_EI_AND_6,DCM_EI_AND_6_4
e),Se ha interpretado la información recogida del proceso de evaluación de la intervención.,5,DCM_EI_AND_6,DCM_EI_AND_6_5
f),Se han identificado las situaciones en las que es necesario la colaboración de otros profesionales.,6,DCM_EI_AND_6,DCM_EI_AND_6_6
g),Se han identificado las posibles causas de una intervención no adecuada.,7,DCM_EI_AND_6,DCM_EI_AND_6_7
h),Se ha ajustado la actuación y actitud del profesional a la pauta prevista.,8,DCM_EI_AND_6,DCM_EI_AND_6_8
a),Se han identificado las diferentes concepciones teóricas acerca del desarrollo afectivo de los niños y niñas.,1,DSA_EI_AND_1,DSA_EI_AND_1_1
b),"Se han descrito las principales características de la afectividad infantil, su evolución y los trastornos más frecuentes.",2,DSA_EI_AND_1,DSA_EI_AND_1_2
c),Se ha valorado la importancia del apego en el desarrollo integral de los niños y niñas.,3,DSA_EI_AND_1,DSA_EI_AND_1_3
d),Se han identificado y considerado las variables relevantes para el diseño de la intervención.,4,DSA_EI_AND_1,DSA_EI_AND_1_4
e),Se han formulado objetivos pertinentes a las características evolutivas de los niños y niñas.,5,DSA_EI_AND_1,DSA_EI_AND_1_5
f),"Se han propuesto actividades, recursos y estrategias coherentes con los objetivos y las características de los niños y niñas.",6,DSA_EI_AND_1,DSA_EI_AND_1_6
g),Se han descrito estrategias adecuadas para organizar el período de adaptación.,7,DSA_EI_AND_1,DSA_EI_AND_1_7
h),Se han propuesto actividades favorecedoras del desarrollo de la identidad personal y de una autoimagen positiva.,8,DSA_EI_AND_1,DSA_EI_AND_1_8
i),Se ha valorado la importancia de las personas adultas y los padres en la construcción de una identidad personal ajustada.,9,DSA_EI_AND_1,DSA_EI_AND_1_9
j),Se ha valorado la importancia de la afectividad en el desarrollo integral del sujeto.,10,DSA_EI_AND_1,DSA_EI_AND_1_10
a),Se han identificado las diferentes teorías acerca del desarrollo social de los niños y niñas.,1,DSA_EI_AND_2,DSA_EI_AND_2_1
b),Se han identificado y descrito las funciones de los agentes sociales que intervienen en el desarrollo social.,2,DSA_EI_AND_2,DSA_EI_AND_2_2
c),"Se han descrito las principales pautas evolutivas en el desarrollo social: afectividad, evolución, apego, trastornos.",3,DSA_EI_AND_2,DSA_EI_AND_2_3
d),Se han identificado y considerado las variables sociales relevantes para el diseño de la intervención.,4,DSA_EI_AND_2,DSA_EI_AND_2_4
e),Se han formulado objetivos acordes a las características evolutivas de los niños y niñas en el ámbito social.,5,DSA_EI_AND_2,DSA_EI_AND_2_5
f),"Se han propuesto actividades, recursos y estrategias coherentes con los objetivos y las características de los niños y niñas.",6,DSA_EI_AND_2,DSA_EI_AND_2_6
g),Se han propuesto actividades y estrategias para el desarrollo de habilidades sociales en los niños y niñas.,7,DSA_EI_AND_2,DSA_EI_AND_2_7
h),Se han propuesto actividades favorecedoras de la observación y exploración del entorno social.,8,DSA_EI_AND_2,DSA_EI_AND_2_8
i),Se ha valorado el papel de la escuela en la socialización de los niños y niñas.,9,DSA_EI_AND_2,DSA_EI_AND_2_9
j),Se ha valorado la importancia de la afectividad en el desarrollo integral infantil.,10,DSA_EI_AND_2,DSA_EI_AND_2_10
a),Se han identificado las diferentes concepciones teóricas acerca del desarrollo en valores de los niños y niñas.,1,DSA_EI_AND_3,DSA_EI_AND_3_1
b),Se han descrito las características y la evolución de la moralidad infantil.,2,DSA_EI_AND_3,DSA_EI_AND_3_2
c),Se han identificado y considerado las variables sociales relevantes para el diseño de la intervención.,3,DSA_EI_AND_3,DSA_EI_AND_3_3
d),Se han formulado objetivos acordes a las características evolutivas de los niños y niñas.,4,DSA_EI_AND_3,DSA_EI_AND_3_4
e),"Se han propuesto actividades, recursos y estrategias coherentes con los objetivos y las características evolutivas de los niños y niñas.",5,DSA_EI_AND_3,DSA_EI_AND_3_5
f),Se han propuesto programas y actividades de educación en valores favorecedoras del desarrollo integral.,6,DSA_EI_AND_3,DSA_EI_AND_3_6
g),Se ha valorado la actitud de las personas adultas en la interiorización de valores y normas en los niños y niñas de 0-6 años.,7,DSA_EI_AND_3,DSA_EI_AND_3_7
a),Se han identificado las diferentes concepciones acerca del desarrollo sexual de los niños y niñas.,1,DSA_EI_AND_4,DSA_EI_AND_4_1
b),Se han identificado y descrito los factores que influyen en la adquisición de la identidad sexual y de género.,2,DSA_EI_AND_4,DSA_EI_AND_4_2
c),Se han descrito las principales características de la sexualidad infantil.,3,DSA_EI_AND_4,DSA_EI_AND_4_3
d),Se ha valorado el papel de los estereotipos en la construcción de la identidad sexual y de género.,4,DSA_EI_AND_4,DSA_EI_AND_4_4
e),Se han formulado objetivos adecuados a las características evolutivas de los niños y niñas.,5,DSA_EI_AND_4,DSA_EI_AND_4_5
f),"Se han propuesto actividades, recursos y estrategias favorecedoras del desarrollo de una identidad sexual.",6,DSA_EI_AND_4,DSA_EI_AND_4_6
g),"Se han identificado y descrito los elementos contextuales, personales y organizativos que favorecen o dificultan una práctica pedagógica no sexista.",7,DSA_EI_AND_4,DSA_EI_AND_4_7
h),Se han establecido estrategias y mecanismos para la detección de elementos que dificultan la igualdad de género.,8,DSA_EI_AND_4,DSA_EI_AND_4_8
